Organism_Combination,Count,Year
Clostridioides difficile | Diphtheroids | Enterococcus faecalis | Enterococcus faecium | Enterococcus species | Escherichia coli | Klebsiella pneumoniae | Neisseria species | Staphylococcus epidermidis | Staphylococcus haemolyticus | Streptococcus agalactiae | Streptococcus mitis group | Streptococcus salivarius group,1,2025
Corynebacterium species | Enterococcus faecium | Escherichia coli | Yeast,1,2025
Salmonella group C | Staphylococcus aureus,1,2025
Escherichia coli | Haemophilus parainfluenzae | Prevotella loescheii | Streptococcus anginosus,1,2025
Candida albicans | Candida tropicalis | Citrobacter freundii complex | Enterobacter cloacae complex | Enterococcus faecium | Pseudomonas aeruginosa | Stenotrophomonas maltophilia,1,2025
Candida krusei | Escherichia coli | Methicillin resistant Staphylococcus aureus,1,2025
Candida albicans | Enterococcus faecium | Enterococcus hirae | Escherichia coli,1,2025
Neisseria meningitidis | Pseudomonas aeruginosa,1,2025
"Achromobacter xylosoxidans | Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Aspergillus fumigatus | Aspergillus niger | Candida albicans | Clostridioides difficile | Elizabethkingia anophelis | Enterococcus faecium | Klebsiella pneumoniae complex | Serratia marcescens | Serratia species | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia",1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Candida tropicalis | Klebsiella pneumoniae complex,1,2025
Citrobacter koseri | Enterococcus faecalis | Proteus mirabilis,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Corynebacterium striatum | Enterococcus faecium | Escherichia coli | Pseudomonas aeruginosa | Stenotrophomonas maltophilia,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Candida species | Klebsiella pneumoniae complex,1,2025
Bacteroides fragilis | Enterococcus avium | Enterococcus faecalis | Klebsiella oxytoca | Methicillin resistant Staphylococcus aureus | Morganella morganii | Proteus mirabilis,1,2025
Bacteroides fragilis | Enterococcus faecium | Escherichia coli,1,2025
Methicillin resistant Staphylococcus aureus | Parvimonas micra | Streptococcus constellatus | Streptococcus milleri group,1,2025
Bacteroides fragilis | Bacteroides species | Bifidobacterium species | Enterococcus faecalis | Escherichia coli | Trueperella bernardiae,1,2025
Klebsiella pneumoniae complex | Proteus mirabilis | Pseudomonas aeruginosa,1,2025
"Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Escherichia coli | Salmonella Enteritidis | Staphylococcus, coagulase negative",1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Enterococcus faecium | Mycobacterium avium complex | Mycobacterium kansasii | Mycobacterium species,1,2025
Candida albicans | Candida dubliniensis | Methicillin resistant Staphylococcus aureus | Stenotrophomonas maltophilia,1,2025
Enterococcus faecium | Enterococcus species | Escherichia coli | Haemophilus haemolyticus | Lactobacillus species | Moraxella species | Neisseria species | Staphylococcus aureus | Staphylococcus caprae | Staphylococcus epidermidis | Staphylococcus lugdunensis | Streptococcus salivarius group,1,2025
Candida tropicalis | Corynebacterium urealyticum | Klebsiella pneumoniae,1,2025
"Anaerobic Gram-negative bacilli | Bacteroides species | Bacteroides thetaiotaomicron | Enterococcus faecalis | Enterococcus faecium | Escherichia coli | Klebsiella pneumoniae complex | Listeria monocytogenes | Methicillin resistant Staphylococcus aureus | Proteus mirabilis | Staphylococcus, coagulase negative",1,2025
Candida species | Enterococcus faecium | Enterococcus species | Escherichia coli,1,2025
Klebsiella aerogenes | Klebsiella pneumoniae complex | Proteus mirabilis,1,2025
Candida dubliniensis | Enterobacter cloacae complex | Klebsiella pneumoniae complex | Staphylococcus aureus | Streptococcus mitis group | Streptococcus vestibularis,1,2025
Actinomyces neuii ss neuii | Staphylococcus haemolyticus | Streptococcus anginosus,1,2025
Aeromonas species | Enterococcus faecium | Escherichia coli | Klebsiella pneumoniae | Pseudomonas aeruginosa,1,2025
Bacteroides fragilis | Candida albicans | Enterococcus faecalis | Escherichia coli,1,2025
"Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Bacillus species | Bacteroides fragilis | Candida albicans | Candida parapsilosis complex | Clostridium species | Coliform bacteria | Corynebacterium species | Enterobacter cloacae complex | Enterococcus faecalis | Klebsiella pneumoniae complex | Leclercia adecarboxylata | Methicillin resistant Staphylococcus aureus | Proteus mirabilis | Pseudomonas aeruginosa | Staphylococcus aureus | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia | Streptococcus, viridans group",1,2025
Haemophilus influenzae | Moraxella catarrhalis | Streptococcus anginosus | Streptococcus pyogenes,1,2025
Corynebacterium striatum | Mycobacterium species | Mycobacterium tuberculosis,1,2025
"Alpha-haemolytic streptococcus | Diphtheroids | Enterococcus faecalis | Enterococcus species | Escherichia coli | Haemophilus haemolyticus | Klebsiella pneumoniae | Neisseria species | Proteus mirabilis | Rothia mucilaginosa | Staphylococcus epidermidis | Staphylococcus haemolyticus | Staphylococcus, coagulase negative",1,2025
Clostridium perfringens | Enterococcus faecium | Escherichia coli | Fusobacterium species | Klebsiella pneumoniae complex | Proteus mirabilis,1,2025
Enterococcus species | Proteus mirabilis,1,2025
Candida albicans | Corynebacterium striatum | Enterococcus faecalis | Pseudomonas aeruginosa,1,2025
Alpha-haemolytic streptococcus | Capnocytophaga species | Diphtheroids | Enterococcus faecalis | Escherichia coli | Haemophilus parainfluenzae | Klebsiella pneumoniae | Staphylococcus epidermidis | Staphylococcus haemolyticus | Staphylococcus hominis | Staphylococcus lugdunensis,1,2025
Arcobacter butzleri | Candida albicans | Enterococcus avium | Enterococcus faecium | Escherichia coli | Proteus mirabilis,1,2025
Candida albicans | Enterobacter cloacae complex | Escherichia coli | Klebsiella pneumoniae complex | Staphylococcus aureus | Streptococcus gallolyticus,1,2025
Listeria monocytogenes,1,2025
"Klebsiella aerogenes | Pseudomonas aeruginosa | Staphylococcus, coagulase negative",1,2025
Corynebacterium striatum | Methicillin resistant Staphylococcus aureus | Proteus mirabilis | Pseudomonas aeruginosa | Staphylococcus aureus,1,2025
Enterobacter cloacae complex | Methicillin resistant Staphylococcus aureus | Staphylococcus aureus | Staphylococcus epidermidis | Stenotrophomonas maltophilia,1,2025
"Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Enterococcus raffinosus | Escherichia coli | Staphylococcus, coagulase negative | Streptococcus bovis group",1,2025
Candida albicans | Enterococcus faecalis | Methicillin resistant Staphylococcus aureus,1,2025
Candida albicans | Candida tropicalis | Methicillin resistant Staphylococcus aureus | Stenotrophomonas maltophilia,1,2025
Aeromonas species | Klebsiella pneumoniae complex,1,2025
"Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Candida glabrata | Candida parapsilosis | Corynebacterium striatum | Diphtheroids | Enterococcus faecium | Enterococcus gallinarum | Klebsiella pneumoniae | Lactobacillus species | Pseudomonas aeruginosa | Staphylococcus epidermidis | Staphylococcus haemolyticus | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia",1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Corynebacterium striatum | Escherichia coli,1,2025
Proteus species | Shewanella algae | Staphylococcus aureus | Streptococcus pyogenes,1,2025
Candida albicans | Penicillium species,1,2025
Citrobacter koseri | Clostridium perfringens | Enterococcus avium | Escherichia coli | Shewanella algae,1,2025
"Candida kefyr | Enterococcus faecium | Staphylococcus, coagulase negative",1,2025
Candida glabrata | Enterobacter species | Prevotella species | Streptococcus constellatus,1,2025
Candida albicans | Corynebacterium striatum | Escherichia coli | Pseudomonas aeruginosa | Streptococcus salivarius group | Veillonella atypica,1,2025
Bacteroides species | Escherichia coli | Klebsiella pneumoniae complex | Morganella morganii | Streptococcus anginosus,1,2025
Candida parapsilosis | Salmonella Enteritidis,1,2025
"Alpha-haemolytic streptococcus | Diphtheroids | Enterococcus faecalis | Enterococcus faecium | Enterococcus gallinarum | Escherichia coli | Klebsiella pneumoniae | Neisseria species | Rothia mucilaginosa | Staphylococcus aureus | Streptococcus salivarius group | Streptococcus, viridans group",1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Candida parapsilosis | Streptococcus pyogenes,1,2025
Candida parapsilosis complex | Mycobacterium chelonae complex | Pseudomonas aeruginosa | Staphylococcus capitis | Trichosporon asahii,1,2025
Escherichia coli | Salmonella group E,1,2025
Candida albicans | Clostridium perfringens | Klebsiella pneumoniae complex,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Bacillus species | Candida albicans | Candida parapsilosis complex | Candida species | Coliform bacteria | Corynebacterium striatum | Diphtheroids | Enterococcus faecalis | Enterococcus faecium | Escherichia coli | Klebsiella pneumoniae complex | Proteus mirabilis | Pseudomonas aeruginosa | Stenotrophomonas maltophilia,1,2025
Aeromonas hydrophila | Aeromonas species | Clostridium perfringens | Enterococcus avium | Enterococcus gallinarum | Escherichia coli,1,2025
Aeromonas species | Klebsiella pneumoniae complex | Lactobacillus gasseri,1,2025
Candida albicans | Enterococcus faecalis | Escherichia coli | Klebsiella pneumoniae complex | Methicillin resistant Staphylococcus aureus | Trichosporon asahii | Vibrio vulnificus,1,2025
Bacteroides fragilis group | Eggerthella lenta,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Acinetobacter species | Klebsiella aerogenes | Klebsiella pneumoniae | Staphylococcus haemolyticus | Staphylococcus hominis | Stenotrophomonas maltophilia,1,2025
Bacteroides fragilis | Candida albicans | Candida dubliniensis | Candida glabrata | Citrobacter species | Corynebacterium striatum | Enterococcus faecium | Klebsiella pneumoniae complex | Methicillin resistant Staphylococcus aureus | Proteus mirabilis,1,2025
Aspergillus fumigatus complex | Candida albicans | Candida parapsilosis | Corynebacterium striatum | Enterococcus faecium,1,2025
Candida krusei | Candida tropicalis | Escherichia coli | Pseudomonas aeruginosa | Stenotrophomonas maltophilia,1,2025
Acinetobacter species | Alpha-haemolytic streptococcus | Enterococcus faecalis | Enterococcus species | Escherichia coli | Klebsiella pneumoniae | Neisseria species | Rothia mucilaginosa | Staphylococcus epidermidis,1,2025
"Enterococcus faecalis | Escherichia coli | Klebsiella pneumoniae | Lactococcus species | Streptococcus anginosus | Streptococcus, viridans group | Weissella confusa",1,2025
Aspergillus terreus | Bacteroides species | Candida krusei | Klebsiella pneumoniae complex | Stenotrophomonas maltophilia,1,2025
Alpha-haemolytic streptococcus | Candida dubliniensis | Candida tropicalis | Enterobacter cloacae complex | Enterococcus faecalis | Escherichia coli | Klebsiella pneumoniae complex | Micrococcus luteus | Streptococcus parasanguinis | Streptococcus salivarius,1,2025
"Alpha-haemolytic streptococcus | Enterococcus faecalis | Escherichia coli | Lactobacillus species | Rothia mucilaginosa | Staphylococcus epidermidis | Staphylococcus haemolyticus | Staphylococcus, coagulase negative",1,2025
Achromobacter species | Achromobacter xylosoxidans | Candida glabrata | Candida tropicalis | Klebsiella oxytoca | Pseudomonas aeruginosa,1,2025
Clostridium perfringens | Enterococcus faecalis | Escherichia coli | Klebsiella pneumoniae complex | Proteus mirabilis | Streptococcus anginosus,1,2025
Candida albicans | Diphtheroids | Escherichia coli,1,2025
Enterococcus faecium | Escherichia coli | Pseudomonas putida group,1,2025
Bacteroides thetaiotaomicron | Bacteroides vulgatus | Clostridium ramosum | Enterococcus faecalis | Escherichia coli | Klebsiella pneumoniae complex | Prevotella nigrescens | Shewanella algae | Turicibacter sanguinis,1,2025
Bacteroides fragilis | Escherichia coli | Klebsiella pneumoniae complex | Streptococcus constellatus,1,2025
"Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Methicillin resistant Staphylococcus aureus | Proteus mirabilis | Staphylococcus, coagulase negative",1,2025
Candida albicans | Enterococcus faecium | Methicillin resistant Staphylococcus aureus | Proteus mirabilis,1,2025
Candida tropicalis | Elizabethkingia species,1,2025
"Candida tropicalis | Streptococcus dysgalactiae subsp. equisimilis | Streptococcus, group G",1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Methicillin resistant Staphylococcus aureus | Proteus mirabilis,1,2025
Klebsiella pneumoniae complex | Streptococcus pyogenes,1,2025
Candida albicans | Candida parapsilosis complex | Enterococcus faecium | Escherichia coli,1,2025
Alistipes onderdonkii | Candida glabrata | Candida krusei | Clostridium innocuum | Enterococcus faecium | Klebsiella pneumoniae complex | Stenotrophomonas maltophilia,1,2025
Candida glabrata | Candida parapsilosis | Enterococcus faecium | Escherichia coli | Stenotrophomonas maltophilia,1,2025
Citrobacter koseri | Klebsiella pneumoniae complex | Pseudomonas aeruginosa,1,2025
Bacteroides fragilis | Enterococcus faecalis | Proteus mirabilis | Streptococcus constellatus,1,2025
Candida albicans | Candida glabrata | Clostridium perfringens | Diphtheroids | Escherichia coli | Methicillin resistant Staphylococcus aureus,1,2025
Candida tropicalis | Proteus mirabilis,1,2025
Coliform bacteria | Corynebacterium amycolatum | Diphtheroids | Enterococcus faecium | Methicillin resistant Staphylococcus aureus | Proteus mirabilis | Staphylococcus epidermidis,1,2025
"Aspergillus fumigatus complex | Corynebacterium singulare | Staphylococcus, coagulase negative",1,2025
Candida albicans | Candida species | Candida tropicalis | Corynebacterium striatum | Salmonella Enteritidis,1,2025
Corynebacterium tuberculostearicum | Pseudomonas aeruginosa,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Corynebacterium amycolatum | Corynebacterium striatum | Enterococcus faecalis | Escherichia coli | Klebsiella pneumoniae complex | Parabacteroides distasonis | Proteus mirabilis | Pseudoglutamicibacter species | Pseudomonas aeruginosa | Serratia species | Staphylococcus aureus | Streptococcus anginosus,1,2025
Alpha-haemolytic streptococcus | Enterococcus faecalis | Escherichia coli | Neisseria species | Rothia mucilaginosa | Staphylococcus epidermidis,1,2025
